Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line,Year,Week
"September 10, 2017 1:00 PM",at Texans,-6.0,Jaguars,37.5,+210,-230,2017,1
"September 10, 2017 4:05 PM",at Rams,-3.0,Colts,41.5,+167,-178,2017,1
"September 10, 2017 4:25 PM",at Packers,-2.5,Seahawks,49.5,+120,-130,2017,1
"September 10, 2017 4:25 PM",Panthers,-4.5,at 49ers,45.0,-200,+185,2017,1
"September 10, 2017 8:30 PM",at Cowboys,-5.5,Giants,46.0,+215,-235,2017,1
"September 11, 2017 7:10 PM",at Vikings,-3.0,Saints,47.5,+155,-165,2017,1
"September 11, 2017 10:20 PM",at Broncos,-3.0,Chargers,42.0,+133,-143,2017,1
"September 14, 2017 8:25 PM",at Bengals,-5.5,Texans,38.5,+200,-220,2017,2
"September 17, 2017 1:00 PM",at Ravens,-7.5,Browns,39.5,+295,-325,2017,2
"September 17, 2017 1:00 PM",at Panthers,-6.5,Bills,43.5,+248,-270,2017,2
"September 17, 2017 1:00 PM",Cardinals,-6.5,at Colts,43.5,-280,+255,2017,2
"September 17, 2017 1:00 PM",Titans,-1.5,at Jaguars,41.5,-118,+108,2017,2
"September 17, 2017 1:00 PM",at Chiefs,-4.0,Eagles,46.5,+175,-190,2017,2
"September 17, 2017 1:00 PM",Patriots,-5.5,at Saints,55.0,-230,+210,2017,2
"September 17, 2017 1:00 PM",at Steelers,-8.5,Vikings,43.0,+320,-355,2017,2
"September 17, 2017 1:00 PM",at Buccaneers,-7.0,Bears,44.0,+275,-305,2017,2
"September 17, 2017 4:05 PM",at Raiders,-14.0,Jets,43.5,+700,-900,2017,2
"September 17, 2017 4:05 PM",at Chargers,-3.5,Dolphins,46.5,+167,-178,2017,2
"September 17, 2017 4:25 PM",at Rams,-3.0,Redskins,46.5,+140,-150,2017,2
"September 17, 2017 4:25 PM",Cowboys,-2.5,at Broncos,44.0,-128,+118,2017,2
"September 17, 2017 4:25 PM",at Seahawks,-13.5,49ers,41.5,+725,-925,2017,2
"September 17, 2017 8:30 PM",at Falcons,-3.0,Packers,54.5,+158,-168,2017,2
"September 18, 2017 8:30 PM",at Giants,-3.0,Lions,42.5,+150,-160,2017,2
"September 21, 2017 8:25 PM",Rams,-3.0,at 49ers,40.5,-148,+138,2017,3
"September 24, 2017 9:30 AM",Ravens,-3.0,at Jaguars,38.0,-160,+150,2017,3
"September 24, 2017 1:00 PM",Browns,-1.0,at Colts,42.0,-105,-105,2017,3
"September 24, 2017 1:00 PM",Broncos,-3.5,at Bills,40.0,-170,+160,2017,3
"September 24, 2017 1:00 PM",at Panthers,-5.0,Saints,46.5,+205,-225,2017,3
"September 24, 2017 1:00 PM",Steelers,-7.0,at Bears,43.5,-300,+270,2017,3
"September 24, 2017 1:00 PM",Falcons,-3.0,at Lions,50.5,-157,+147,2017,3
"September 24, 2017 1:00 PM",Buccaneers,-1.0,at Vikings,41.0,-105,-105,2017,3
"September 24, 2017 1:00 PM",at Patriots,-13.5,Texans,44.5,+700,-900,2017,3
"September 24, 2017 1:00 PM",Dolphins,-5.5,at Jets,43.0,-220,+200,2017,3
"September 24, 2017 1:00 PM",at Eagles,-5.0,Giants,42.0,+195,-215,2017,3
"September 24, 2017 4:05 PM",at Titans,-2.5,Seahawks,41.5,+118,-128,2017,3
"September 24, 2017 4:25 PM",at Packers,-7.0,Bengals,47.5,+300,-330,2017,3
"September 24, 2017 4:25 PM",Chiefs,-3.0,at Chargers,47.5,-145,+135,2017,3
"September 24, 2017 8:30 PM",Raiders,-3.0,at Redskins,53.5,-173,+163,2017,3
"September 25, 2017 8:30 PM",Cowboys,-3.0,at Cardinals,46.5,-146,+136,2017,3
"September 28, 2017 8:25 PM",at Packers,-7.0,Bears,44.0,+315,-345,2017,4
"October 1, 2017 9:30 AM",Saints,-4.0,at Dolphins,52.0,-190,+175,2017,4
"October 1, 2017 1:00 PM",at Vikings,-2.5,Lions,43.5,+135,-145,2017,4
"October 1, 2017 1:00 PM",at Patriots,-9.0,Panthers,48.0,+410,-460,2017,4
"October 1, 2017 1:00 PM",Jaguars,-4.0,at Jets,38.5,-190,+175,2017,4
"October 1, 2017 1:00 PM",Titans,-2.5,at Texans,43.5,-140,+130,2017,4
"October 1, 2017 1:00 PM",at Falcons,-8.0,Bills,48.0,+328,-365,2017,4
"October 1, 2017 1:00 PM",Steelers,-3.5,at Ravens,42.0,-185,+170,2017,4
"October 1, 2017 1:00 PM",Bengals,-3.5,at Browns,41.5,-170,+160,2017,4
"October 1, 2017 1:00 PM",at Cowboys,-5.5,Rams,50.5,+215,-235,2017,4
"October 1, 2017 4:05 PM",at Cardinals,-6.5,49ers,43.5,+235,-255,2017,4
"October 1, 2017 4:05 PM",at Chargers,-2.0,Eagles,48.0,+116,-126,2017,4
"October 1, 2017 4:05 PM",at Buccaneers,-2.5,Giants,45.5,+120,-130,2017,4
"October 1, 2017 4:25 PM",at Broncos,-3.5,Raiders,43.5,+170,-185,2017,4
"October 1, 2017 8:30 PM",at Seahawks,-12.0,Colts,41.5,+650,-825,2017,4
"October 2, 2017 8:30 PM",at Chiefs,-6.5,Redskins,48.0,+260,-290,2017,4
"October 5, 2017 8:25 PM",Patriots,-3.5,at Buccaneers,54.5,-185,+170,2017,5
"October 8, 2017 1:00 PM",at Eagles,-6.0,Cardinals,44.5,+230,-250,2017,5
"October 8, 2017 1:00 PM",at Steelers,-7.0,Jaguars,41.0,+280,-310,2017,5
"October 8, 2017 1:00 PM",at Bengals,-3.0,Bills,39.5,+140,-150,2017,5
"October 8, 2017 1:00 PM",Jets,-1.5,at Browns,41.5,-120,+110,2017,5
"October 8, 2017 1:00 PM",at Lions,-2.0,Panthers,41.5,+113,-123,2017,5
"October 8, 2017 1:00 PM",49ers,-1.0,at Colts,43.5,+105,-115,2017,5
"October 8, 2017 1:00 PM",Titans,-1.0,at Dolphins,41.5,+104,-114,2017,5
"October 8, 2017 1:00 PM",at Giants,-3.0,Chargers,45.5,+150,-160,2017,5
"October 8, 2017 4:05 PM",at Raiders,-3.0,Ravens,40.5,+140,-150,2017,5
"October 8, 2017 4:05 PM",at Rams,-2.0,Seahawks,46.5,+113,-123,2017,5
"October 8, 2017 4:25 PM",at Cowboys,-2.5,Packers,52.0,+123,-133,2017,5
"October 8, 2017 8:30 PM",Chiefs,-1.5,at Texans,45.5,-120,+110,2017,5
"October 9, 2017 8:30 PM",Vikings,-3.5,at Bears,41.0,-185,+170,2017,5
"October 12, 2017 8:25 PM",at Panthers,-3.0,Eagles,44.0,+135,-145,2017,6
"October 15, 2017 1:00 PM",at Falcons,-14.0,Dolphins,46.0,+680,-870,2017,6
"October 15, 2017 1:00 PM",at Ravens,-5.0,Bears,39.5,+190,-210,2017,6
"October 15, 2017 1:00 PM",Packers,-3.0,at Vikings,46.0,-152,+142,2017,6
"October 15, 2017 1:00 PM",at Saints,-5.5,Lions,50.5,+210,-230,2017,6
"October 15, 2017 1:00 PM",Patriots,-9.5,at Jets,48.5,-420,+375,2017,6
"October 15, 2017 1:00 PM",at Texans,-7.0,Browns,46.0,+310,-340,2017,6
"October 15, 2017 1:00 PM",at Redskins,-11.5,49ers,46.5,+475,-560,2017,6
"October 15, 2017 4:05 PM",Buccaneers,-2.5,at Cardinals,46.5,-135,+125,2017,6
"October 15, 2017 4:05 PM",Rams,-1.0,at Jaguars,42.0,+103,-113,2017,6
"October 15, 2017 4:25 PM",at Chiefs,-3.5,Steelers,46.0,+168,-180,2017,6
"October 15, 2017 4:25 PM",at Raiders,-3.0,Chargers,48.0,+145,-155,2017,6
"October 15, 2017 8:30 PM",at Broncos,-13.5,Giants,37.5,+590,-735,2017,6
"October 16, 2017 8:30 PM",at Titans,-6.5,Colts,46.0,+248,-270,2017,6
"October 19, 2017 8:25 PM",Chiefs,-3.0,at Raiders,46.5,-145,+135,2017,7
"October 22, 2017 1:00 PM",at Bills,-3.0,Buccaneers,46.5,+155,-165,2017,7
"October 22, 2017 1:00 PM",Panthers,-2.5,at Bears,39.5,-145,+135,2017,7
"October 22, 2017 1:00 PM",Titans,-6.0,at Browns,42.5,-230,+210,2017,7
"October 22, 2017 1:00 PM",Saints,-3.5,at Packers,45.5,-175,+165,2017,7
"October 22, 2017 1:00 PM",Jaguars,-3.0,at Colts,41.0,-150,+140,2017,7
"October 22, 2017 1:00 PM",at Rams,-3.0,Cardinals,45.5,+150,-160,2017,7
"October 22, 2017 1:00 PM",at Dolphins,-3.0,Jets,40.0,+145,-155,2017,7
"October 22, 2017 1:00 PM",at Vikings,-5.5,Ravens,37.5,+210,-230,2017,7
"October 22, 2017 4:05 PM",Cowboys,-6.0,at 49ers,48.0,-260,+240,2017,7
"October 22, 2017 4:25 PM",Seahawks,-3.5,at Giants,38.5,-185,+170,2017,7
"October 22, 2017 4:25 PM",at Steelers,-4.5,Bengals,40.0,+190,-210,2017,7
"October 22, 2017 4:25 PM",Broncos,-1.0,at Chargers,41.0,-107,-103,2017,7
"October 22, 2017 8:30 PM",at Patriots,-2.5,Falcons,56.5,+130,-140,2017,7
"October 23, 2017 8:30 PM",at Eagles,-5.5,Redskins,48.5,+205,-225,2017,7
"October 26, 2017 8:25 PM",at Ravens,-3.0,Dolphins,38.0,+140,-150,2017,8
"October 29, 2017 9:30 AM",Vikings,-11.0,at Browns,38.5,-525,+450,2017,8
"October 29, 2017 1:00 PM",at Bills,-2.0,Raiders,47.5,+112,-122,2017,8
"October 29, 2017 1:00 PM",at Bengals,-10.5,Colts,44.0,+420,-475,2017,8
"October 29, 2017 1:00 PM",at Patriots,-6.5,Chargers,49.0,+245,-265,2017,8
"October 29, 2017 1:00 PM",at Saints,-7.5,Bears,46.0,+320,-355,2017,8
"October 29, 2017 1:00 PM",Falcons,-6.5,at Jets,44.0,-280,+255,2017,8
"October 29, 2017 1:00 PM",at Eagles,-12.5,49ers,45.0,+600,-750,2017,8
"October 29, 2017 1:00 PM",Panthers,-1.5,at Buccaneers,46.0,+108,-118,2017,8
"October 29, 2017 4:05 PM",at Seahawks,-6.0,Texans,45.0,+240,-260,2017,8
"October 29, 2017 4:25 PM",Cowboys,-3.0,at Redskins,46.5,-158,+148,2017,8
"October 29, 2017 8:30 PM",Steelers,-3.0,at Lions,44.5,-165,+155,2017,8
"October 30, 2017 8:30 PM",at Chiefs,-7.0,Broncos,42.0,+285,-315,2017,8
"November 2, 2017 8:25 PM",Bills,-3.0,at Jets,42.0,-170,+160,2017,9
"November 5, 2017 1:00 PM",at Eagles,-7.0,Broncos,41.0,+265,-295,2017,9
"November 5, 2017 1:00 PM",Falcons,-3.0,at Panthers,42.0,-150,+140,2017,9
"November 5, 2017 1:00 PM",at Texans,-6.0,Colts,45.0,+225,-245,2017,9
"November 5, 2017 1:00 PM",at Jaguars,-6.0,Bengals,38.0,+215,-235,2017,9
"November 5, 2017 1:00 PM",at Saints,-6.5,Buccaneers,54.5,+270,-300,2017,9
"November 5, 2017 1:00 PM",Rams,-6.0,at Giants,42.5,-245,+225,2017,9
"November 5, 2017 1:00 PM",at Titans,-3.0,Ravens,41.0,+150,-160,2017,9
"November 5, 2017 4:05 PM",at Seahawks,-8.0,Redskins,44.0,+335,-375,2017,9
"November 5, 2017 4:05 PM",Cardinals,-2.5,at 49ers,39.5,-128,+118,2017,9
"November 5, 2017 4:25 PM",at Cowboys,-2.5,Chiefs,53.0,+120,-130,2017,9
"November 5, 2017 8:30 PM",Raiders,-3.0,at Dolphins,44.5,-160,+150,2017,9
"November 6, 2017 8:30 PM",Lions,-2.5,at Packers,43.0,-130,+120,2017,9
"November 9, 2017 8:25 PM",Seahawks,-6.0,at Cardinals,40.0,-245,+225,2017,10
"November 12, 2017 1:00 PM",Saints,-2.0,at Bills,48.5,-123,+113,2017,10
"November 12, 2017 1:00 PM",at Lions,-10.0,Browns,42.5,+423,-480,2017,10
"November 12, 2017 1:00 PM",Steelers,-10.5,at Colts,47.0,-485,+425,2017,10
"November 12, 2017 1:00 PM",at Jaguars,-5.0,Chargers,41.0,+195,-215,2017,10
"November 12, 2017 1:00 PM",at Bears,-4.5,Packers,37.5,+185,-200,2017,10
"November 12, 2017 1:00 PM",Jets,-1.5,at Buccaneers,44.5,+110,-120,2017,10
"November 12, 2017 1:00 PM",at Titans,-4.5,Bengals,40.5,+190,-210,2017,10
"November 12, 2017 1:00 PM",Vikings,-1.0,at Redskins,42.5,-105,-105,2017,10
"November 12, 2017 4:05 PM",at Rams,-12.5,Texans,44.5,+525,-635,2017,10
"November 12, 2017 4:25 PM",Giants,-3.0,at 49ers,41.5,-155,+145,2017,10
"November 12, 2017 4:25 PM",at Falcons,-3.5,Cowboys,48.5,+170,-185,2017,10
"November 12, 2017 8:30 PM",Patriots,-7.0,at Broncos,44.5,-295,+265,2017,10
"November 13, 2017 8:30 PM",at Panthers,-8.0,Dolphins,38.5,+330,-370,2017,10
"November 16, 2017 8:25 PM",at Steelers,-7.0,Titans,44.5,+275,-305,2017,11
"November 19, 2017 1:00 PM",Lions,-3.0,at Bears,41.0,-160,+150,2017,11
"November 19, 2017 1:00 PM",Jaguars,-7.0,at Browns,37.0,-315,+285,2017,11
"November 19, 2017 1:00 PM",Ravens,-2.5,at Packers,38.5,-129,+119,2017,11
"November 19, 2017 1:00 PM",at Texans,-2.5,Cardinals,38.5,+119,-129,2017,11
"November 19, 2017 1:00 PM",Buccaneers,-1.0,at Dolphins,43.5,-115,+105,2017,11
"November 19, 2017 1:00 PM",Rams,-1.5,at Vikings,46.0,+110,-120,2017,11
"November 19, 2017 1:00 PM",at Saints,-9.5,Redskins,53.0,+335,-375,2017,11
"November 19, 2017 1:00 PM",Chiefs,-9.5,at Giants,44.5,-420,+375,2017,11
"November 19, 2017 4:05 PM",at Chargers,-7.0,Bills,41.5,+270,-300,2017,11
"November 19, 2017 4:25 PM",Patriots,-7.0,at Raiders,54.5,-305,+275,2017,11
"November 19, 2017 4:25 PM",at Broncos,-2.5,Bengals,37.5,+130,-140,2017,11
"November 19, 2017 8:30 PM",Eagles,-6.0,at Cowboys,48.0,-250,+230,2017,11
"November 20, 2017 8:30 PM",Falcons,-1.0,at Seahawks,46.0,-117,+107,2017,11
"November 23, 2017 12:30 PM",Vikings,-2.5,at Lions,45.5,-135,+125,2017,12
"November 23, 2017 4:30 PM",Chargers,-1.0,at Cowboys,46.5,-115,+105,2017,12
"November 23, 2017 8:30 PM",at Redskins,-7.0,Giants,44.0,+265,-295,2017,12
"November 26, 2017 1:00 PM",at Patriots,-16.5,Dolphins,49.0,+1050,-1300,2017,12
"November 26, 2017 1:00 PM",Panthers,-5.5,at Jets,39.0,-230,+210,2017,12
"November 26, 2017 1:00 PM",at Eagles,-13.5,Bears,43.0,+700,-900,2017,12
"November 26, 2017 1:00 PM",Titans,-3.0,at Colts,46.5,-165,+155,2017,12
"November 26, 2017 1:00 PM",at Chiefs,-8.0,Bills,47.0,+320,-355,2017,12
"November 26, 2017 1:00 PM",at Falcons,-10.0,Buccaneers,47.5,+420,-475,2017,12
"November 26, 2017 1:00 PM",at Bengals,-7.5,Browns,39.0,+300,-330,2017,12
"November 26, 2017 4:05 PM",Seahawks,-6.5,at 49ers,44.5,-290,+260,2017,12
"November 26, 2017 4:25 PM",at Raiders,-4.0,Broncos,41.0,+185,-200,2017,12
"November 26, 2017 4:25 PM",Jaguars,-6.0,at Cardinals,37.0,-250,+230,2017,12
"November 26, 2017 4:25 PM",at Rams,-2.5,Saints,54.0,+132,-142,2017,12
"November 26, 2017 8:30 PM",at Steelers,-14.0,Packers,43.0,+775,-975,2017,12
"November 27, 2017 8:30 PM",at Ravens,-7.5,Texans,39.5,+315,-345,2017,12
"November 30, 2017 8:25 PM",Redskins,-1.5,at Cowboys,47.0,-122,+112,2017,13
"December 3, 2017 1:00 PM",at Packers,-3.0,Buccaneers,45.5,+155,-165,2017,13
"December 3, 2017 1:00 PM",at Jaguars,-10.0,Colts,41.0,+400,-450,2017,13
"December 3, 2017 1:00 PM",at Falcons,-2.0,Vikings,48.5,+113,-123,2017,13
"December 3, 2017 1:00 PM",at Ravens,-2.5,Lions,43.0,+123,-133,2017,13
"December 3, 2017 1:00 PM",Patriots,-7.5,at Bills,49.0,-335,+305,2017,13
"December 3, 2017 1:00 PM",at Bears,-2.5,49ers,42.0,+130,-140,2017,13
"December 3, 2017 1:00 PM",Broncos,-1.5,at Dolphins,41.0,-120,+110,2017,13
"December 3, 2017 1:00 PM",Chiefs,-3.5,at Jets,44.0,-185,+170,2017,13
"December 3, 2017 1:00 PM",at Titans,-7.0,Texans,42.0,+255,-280,2017,13
"December 3, 2017 4:05 PM",at Chargers,-13.0,Browns,44.5,+660,-840,2017,13
"December 3, 2017 4:25 PM",Rams,-7.0,at Cardinals,43.0,-325,+295,2017,13
"December 3, 2017 4:25 PM",at Raiders,-10.0,Giants,43.0,+390,-440,2017,13
"December 3, 2017 4:25 PM",at Saints,-6.0,Panthers,47.5,+225,-245,2017,13
"December 3, 2017 8:30 PM",Eagles,-4.0,at Seahawks,46.5,-188,+173,2017,13
"December 4, 2017 8:30 PM",Steelers,-4.5,at Bengals,43.0,-210,+190,2017,13
"December 7, 2017 8:25 PM",at Falcons,-2.0,Saints,51.5,+120,-130,2017,14
"December 10, 2017 1:00 PM",at Bills,-3.5,Colts,36.5,+165,-175,2017,14
"December 10, 2017 1:00 PM",Vikings,-2.5,at Panthers,40.5,-128,+118,2017,14
"December 10, 2017 1:00 PM",at Bengals,-6.0,Bears,40.0,+230,-250,2017,14
"December 10, 2017 1:00 PM",Packers,-2.5,at Browns,38.5,-128,+118,2017,14
"December 10, 2017 1:00 PM",at Chiefs,-4.0,Raiders,48.5,+185,-200,2017,14
"December 10, 2017 1:00 PM",49ers,-1.5,at Texans,45.5,+108,-118,2017,14
"December 10, 2017 1:00 PM",Cowboys,-4.0,at Giants,42.5,-210,+190,2017,14
"December 10, 2017 1:00 PM",Lions,-1.0,at Buccaneers,48.0,-102,-108,2017,14
"December 10, 2017 4:05 PM",Titans,-2.5,at Cardinals,42.0,-140,+130,2017,14
"December 10, 2017 4:05 PM",at Chargers,-6.0,Redskins,46.5,+240,-260,2017,14
"December 10, 2017 4:05 PM",Jets,-1.0,at Broncos,40.5,-115,+105,2017,14
"December 10, 2017 4:25 PM",Eagles,-1.0,at Rams,47.5,-115,+105,2017,14
"December 10, 2017 4:25 PM",at Jaguars,-2.5,Seahawks,40.5,+130,-140,2017,14
"December 10, 2017 8:30 PM",at Steelers,-6.0,Ravens,43.0,+230,-250,2017,14
"December 11, 2017 8:30 PM",Patriots,-10.5,at Dolphins,48.0,-560,+475,2017,14
"December 14, 2017 8:25 PM",Broncos,-2.5,at Colts,40.5,-145,+135,2017,15
"December 16, 2017 4:30 PM",at Lions,-5.0,Bears,43.5,+210,-230,2017,15
"December 16, 2017 8:25 PM",Chargers,-1.0,at Chiefs,46.5,-105,-105,2017,15
"December 17, 2017 1:00 PM",at Vikings,-13.0,Bengals,43.0,+600,-750,2017,15
"December 17, 2017 1:00 PM",at Saints,-16.0,Jets,47.0,+955,-1155,2017,15
"December 17, 2017 1:00 PM",Eagles,-7.5,at Giants,41.0,-310,+280,2017,15
"December 17, 2017 1:00 PM",at Jaguars,-10.5,Texans,39.5,+435,-500,2017,15
"December 17, 2017 1:00 PM",at Bills,-3.5,Dolphins,39.5,+170,-185,2017,15
"December 17, 2017 1:00 PM",at Panthers,-3.0,Packers,46.5,+135,-145,2017,15
"December 17, 2017 1:00 PM",Ravens,-6.5,at Browns,42.5,-275,+250,2017,15
"December 17, 2017 1:00 PM",at Redskins,-4.0,Cardinals,40.0,+185,-200,2017,15
"December 17, 2017 4:05 PM",Rams,-1.0,at Seahawks,47.5,-105,-105,2017,15
"December 17, 2017 4:25 PM",at 49ers,-2.5,Titans,44.5,+125,-135,2017,15
"December 17, 2017 4:25 PM",Patriots,-2.5,at Steelers,53.0,-130,+120,2017,15
"December 17, 2017 8:30 PM",Cowboys,-3.0,at Raiders,46.5,-145,+135,2017,15
"December 18, 2017 8:30 PM",Falcons,-7.0,at Buccaneers,49.5,-320,+290,2017,15
"December 23, 2017 4:30 PM",at Ravens,-13.5,Colts,41.0,+725,-925,2017,16
"December 23, 2017 8:30 PM",Vikings,-9.0,at Packers,41.0,-415,+370,2017,16
"December 24, 2017 1:00 PM",Rams,-6.0,at Titans,46.0,-235,+215,2017,16
"December 24, 2017 1:00 PM",at Redskins,-3.0,Broncos,38.5,+155,-165,2017,16
"December 24, 2017 1:00 PM",at Panthers,-10.0,Buccaneers,47.0,+380,-430,2017,16
"December 24, 2017 1:00 PM",at Bears,-6.0,Browns,36.5,+215,-235,2017,16
"December 24, 2017 1:00 PM",Lions,-3.5,at Bengals,43.5,-165,+155,2017,16
"December 24, 2017 1:00 PM",at Chiefs,-11.0,Dolphins,43.5,+450,-525,2017,16
"December 24, 2017 1:00 PM",at Patriots,-11.0,Bills,47.5,+468,-550,2017,16
"December 24, 2017 1:00 PM",at Saints,-5.5,Falcons,52.0,+205,-225,2017,16
"December 24, 2017 1:00 PM",Chargers,-7.0,at Jets,42.5,-305,+275,2017,16
"December 24, 2017 4:05 PM",Jaguars,-4.0,at 49ers,43.0,-210,+190,2017,16
"December 24, 2017 4:25 PM",at Cardinals,-3.0,Giants,39.0,+158,-168,2017,16
"December 24, 2017 4:25 PM",at Cowboys,-4.0,Seahawks,47.5,+185,-200,2017,16
"December 25, 2017 4:30 PM",Steelers,-8.5,at Texans,45.5,-410,+365,2017,16
"December 25, 2017 8:30 PM",at Eagles,-10.0,Raiders,46.0,+405,-455,2017,16
"December 31, 2017 1:00 PM",at Vikings,-12.5,Bears,38.0,+670,-855,2017,17
"December 31, 2017 1:00 PM",at Patriots,-16.0,Jets,43.5,+1100,-1400,2017,17
"December 31, 2017 1:00 PM",Redskins,-5.0,at Giants,41.0,-220,+200,2017,17
"December 31, 2017 1:00 PM",Cowboys,-4.0,at Eagles,41.0,-190,+175,2017,17
"December 31, 2017 1:00 PM",at Steelers,-5.0,Browns,37.5,+195,-215,2017,17
"December 31, 2017 1:00 PM",at Lions,-7.5,Packers,45.0,+280,-310,2017,17
"December 31, 2017 1:00 PM",at Colts,-5.5,Texans,42.0,+215,-235,2017,17
"December 31, 2017 4:25 PM",at Chargers,-6.5,Raiders,43.0,+265,-295,2017,17
"December 31, 2017 4:25 PM",49ers,-6.0,at Rams,44.0,-250,+230,2017,17
"December 31, 2017 4:25 PM",Bills,-2.5,at Dolphins,41.5,-135,+125,2017,17
"December 31, 2017 4:25 PM",at Falcons,-5.0,Panthers,44.5,+205,-225,2017,17
"December 31, 2017 4:25 PM",at Ravens,-8.5,Bengals,40.0,+335,-375,2017,17
"December 31, 2017 4:25 PM",at Broncos,-3.0,Chiefs,37.5,+155,-165,2017,17
"December 31, 2017 4:25 PM",at Seahawks,-8.5,Cardinals,38.5,+328,-365,2017,17
"December 31, 2017 4:25 PM",Saints,-6.0,at Buccaneers,49.5,-260,+240,2017,17
"December 31, 2017 4:25 PM",at Titans,-2.5,Jaguars,40.5,+130,-140,2017,17
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,1
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,1
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,1
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,1
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,1
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,1
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,1
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,1
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,1
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,1
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,1
